cod;classes;bandas;value;comp_onda
2;agua;NIR;0,037545;0,86
2;agua;NIR;0,03474;0,86
2;agua;NIR;0,1920125;0,86
2;agua;NIR;0,03126125;0,86
2;agua;NIR;0,066585;0,86
2;agua;NIR;0,1395975;0,86
2;agua;NIR;0,03452;0,86
2;agua;NIR;0,0299;0,86
2;agua;NIR;0,038315;0,86
2;agua;NIR;0,121145;0,86
2;agua;NIR;0,04930125;0,86
2;agua;NIR;0,03071125;0,86
2;agua;NIR;0,03695375;0,86
2;agua;NIR;0,0328425;0,86
2;agua;NIR;0,02297;0,86
2;agua;NIR;0,0260775;0,86
2;agua;NIR;0,0278925;0,86
2;agua;NIR;0,01740125;0,86
2;agua;NIR;0,0277825;0,86
2;agua;NIR;0,11592;0,86
2;agua;NIR;0,032705;0,86
2;agua;NIR;0,0229425;0,86
2;agua;NIR;0,0181025;0,86
2;agua;NIR;0,0261325;0,86
2;agua;NIR;0,025005;0,86
2;agua;NIR;0,0519275;0,86
2;agua;NIR;0,03230625;0,86
2;agua;NIR;0,02809875;0,86
2;agua;NIR;0,03241625;0,86
2;agua;NIR;0,02614625;0,86
2;agua;NIR;0,0326225;0,86
2;agua;NIR;0,03623875;0,86
2;agua;NIR;0,0300925;0,86
2;agua;NIR;0,02471625;0,86
2;agua;NIR;0,02845625;0,86
2;agua;NIR;0,0324025;0,86
2;agua;NIR;0,0371875;0,86
2;agua;NIR;0,0271225;0,86
2;agua;NIR;0,02385;0,86
2;agua;NIR;0,03991;0,86
2;agua;NIR;0,0317425;0,86
2;agua;NIR;0,0334475;0,86
2;agua;NIR;0,117405;0,86
2;agua;NIR;0,03172875;0,86
2;agua;NIR;0,03731125;0,86
2;agua;NIR;0,0293225;0,86
2;agua;NIR;0,03057375;0,86
2;agua;NIR;0,0287725;0,86
2;agua;NIR;0,0266;0,86
2;agua;NIR;0,03012;0,86
2;agua;NIR;0,0212375;0,86
2;agua;NIR;0,0397175;0,86
2;agua;NIR;0,0167;0,86
2;agua;NIR;0,02121;0,86
2;agua;NIR;0,0170025;0,86
2;agua;NIR;0,02726;0,86
2;agua;NIR;0,02968;0,86
2;agua;NIR;0,01659;0,86
2;agua;NIR;0,189015;0,86
2;agua;NIR;0,023245;0,86
2;agua;NIR;0,0302025;0,86
2;agua;NIR;0,029845;0,86
2;agua;NIR;0,0255275;0,86
2;agua;NIR;0,0838275;0,86
2;agua;NIR;0,02572;0,86
2;agua;NIR;0,02176;0,86
2;agua;NIR;0,02672375;0,86
2;agua;NIR;0,0277275;0,86
2;agua;NIR;0,0772;0,86
2;agua;NIR;0,07082;0,86
2;agua;NIR;0,072745;0,86
2;agua;NIR;0,0484625;0,86
2;agua;NIR;0,034575;0,86
2;agua;NIR;0,0596825;0,86
2;agua;NIR;0,05210625;0,86
2;agua;NIR;0,0425225;0,86
2;agua;NIR;0,0300375;0,86
2;agua;NIR;0,0346025;0,86
2;agua;NIR;0,086715;0,86
2;agua;NIR;0,0403225;0,86
2;agua;NIR;0,0353175;0,86
2;agua;NIR;0,03469875;0,86
2;agua;NIR;0,0277;0,86
2;agua;NIR;0,031825;0,86
2;agua;NIR;0,02246125;0,86
2;agua;NIR;0,0252525;0,86
2;agua;NIR;0,0321;0,86
2;agua;NIR;0,026435;0,86
2;agua;NIR;0,023575;0,86
2;agua;NIR;0,0227225;0,86
2;agua;NIR;0,0194225;0,86
2;agua;NIR;0,02397375;0,86
2;agua;NIR;0,03013375;0,86
2;agua;NIR;0,0740375;0,86
2;agua;NIR;0,0244825;0,86
2;agua;NIR;0,06560875;0,86
2;agua;NIR;0,049755;0,86
2;agua;NIR;0,01737375;0,86
2;agua;NIR;0,01698875;0,86
2;agua;NIR;0,01693375;0,86
2;agua;NIR;0,01701625;0,86
2;agua;NIR;0,01682375;0,86
2;agua;NIR;0,0167825;0,86
2;agua;NIR;0,01747;0,86
2;agua;NIR;0,01769;0,86
2;agua;NIR;0,01681;0,86
2;agua;NIR;0,0168925;0,86
2;agua;NIR;0,016535;0,86
2;agua;NIR;0,016535;0,86
2;agua;NIR;0,0168925;0,86
2;agua;NIR;0,016535;0,86
2;agua;NIR;0,0194775;0,86
2;agua;NIR;0,01736;0,86
2;agua;NIR;0,016535;0,86
2;agua;NIR;0,016535;0,86
2;agua;NIR;0,01692;0,86
2;agua;NIR;0,0189;0,86
2;agua;NIR;0,0173325;0,86
2;agua;NIR;0,01725;0,86
2;agua;NIR;0,0179925;0,86
2;agua;NIR;0,016755;0,86
2;agua;NIR;0,0167275;0,86
2;agua;NIR;0,0199725;0,86
2;agua;NIR;0,021595;0,86
2;agua;NIR;0,0181025;0,86
2;agua;NIR;0,016865;0,86
2;agua;NIR;0,0167825;0,86
2;agua;NIR;0,0167;0,86
2;agua;NIR;0,0176625;0,86
2;agua;NIR;0,019395;0,86
2;agua;NIR;0,02275;0,86
2;agua;NIR;0,0219525;0,86
2;agua;NIR;0,0203025;0,86
2;agua;NIR;0,01725;0,86
2;agua;NIR;0,0167275;0,86
2;agua;NIR;0,01899625;0,86
2;agua;NIR;0,01993125;0,86
2;agua;NIR;0,0198625;0,86
2;agua;NIR;0,020385;0,86
2;agua;NIR;0,02100375;0,86
2;agua;NIR;0,02407;0,86
2;agua;NIR;0,02121;0,86
2;agua;NIR;0,02237875;0,86
2;agua;NIR;0,02141625;0,86
2;agua;NIR;0,02050875;0,86
2;agua;NIR;0,01967;0,86
2;agua;NIR;0,02240625;0,86
2;agua;NIR;0,02312125;0,86
2;agua;NIR;0,02312125;0,86
2;agua;NIR;0,0229425;0,86
2;agua;NIR;0,022255;0,86
2;agua;NIR;0,02097625;0,86
2;agua;NIR;0,0208525;0,86
2;agua;NIR;0,02053625;0,86
2;agua;NIR;0,02033;0,86
2;agua;NIR;0,023575;0,86
2;agua;NIR;0,0231075;0,86
2;agua;NIR;0,022035;0,86
2;agua;NIR;0,01945;0,86
2;agua;NIR;0,01874875;0,86
2;agua;NIR;0,02121;0,86
2;agua;NIR;0,021375;0,86
2;agua;NIR;0,02204875;0,86
2;agua;NIR;0,02235125;0,86
2;agua;NIR;0,02319;0,86
2;agua;NIR;0,01982125;0,86
2;agua;NIR;0,021375;0,86
2;agua;NIR;0,022255;0,86
2;agua;NIR;0,02034375;0,86
2;agua;NIR;0,02144375;0,86
2;agua;NIR;0,02119625;0,86
2;agua;NIR;0,0238775;0,86
2;agua;NIR;0,0231075;0,86
2;agua;NIR;0,02253;0,86
2;agua;NIR;0,0240425;0,86
2;agua;NIR;0,02297;0,86
2;agua;NIR;0,02583;0,86
2;agua;NIR;0,0240425;0,86
2;agua;NIR;0,0240425;0,86
2;agua;NIR;0,025885;0,86
2;agua;NIR;0,02411125;0,86
2;agua;NIR;0,0258575;0,86
2;agua;NIR;0,0240425;0,86
2;agua;NIR;0,0240425;0,86
2;agua;NIR;0,02704;0,86
2;agua;NIR;0,0240425;0,86
2;agua;NIR;0,0270125;0,86
2;agua;NIR;0,0256375;0,86
2;agua;NIR;0,03282875;0,86
2;agua;NIR;0,0312475;0,86
2;agua;NIR;0,0329525;0,86
2;agua;NIR;0,0279475;0,86
2;agua;NIR;0,02570625;0,86
2;agua;NIR;0,02092125;0,86
2;agua;NIR;0,0208525;0,86
2;agua;NIR;0,020385;0,86
2;agua;NIR;0,01989;0,86
2;agua;NIR;0,020055;0,86
2;agua;NIR;0,020055;0,86
2;agua;NIR;0,018405;0,86
2;agua;NIR;0,03560625;0,86
2;agua;NIR;0,03552375;0,86
2;agua;NIR;0,0329525;0,86
2;agua;NIR;0,028415;0,86
2;agua;NIR;0,025225;0,86
2;agua;NIR;0,0212375;0,86
2;agua;NIR;0,020055;0,86
2;agua;NIR;0,020825;0,86
2;agua;NIR;0,0199175;0,86
2;agua;NIR;0,020055;0,86
2;agua;NIR;0,020055;0,86
2;agua;NIR;0,0238775;0,86
2;agua;NIR;0,048325;0,86
2;agua;NIR;0,0418075;0,86
2;agua;NIR;0,0353175;0,86
2;agua;NIR;0,028745;0,86
2;agua;NIR;0,025225;0,86
2;agua;NIR;0,020605;0,86
2;agua;NIR;0,02006875;0,86
2;agua;NIR;0,0204675;0,86
2;agua;NIR;0,020055;0,86
2;agua;NIR;0,020055;0,86
2;agua;NIR;0,020055;0,86
2;agua;NIR;0,0200275;0,86
2;agua;NIR;0,0561625;0,86
2;agua;NIR;0,07148;0,86
2;agua;NIR;0,0435675;0,86
2;agua;NIR;0,02946;0,86
2;agua;NIR;0,0238775;0,86
2;agua;NIR;0,0222275;0,86
2;agua;NIR;0,02077;0,86
2;agua;NIR;0,0238775;0,86
2;agua;NIR;0,0193125;0,86
2;agua;NIR;0,0193125;0,86
2;agua;NIR;0,0192025;0,86
2;agua;NIR;0,0238775;0,86
2;agua;NIR;0,0357575;0,86
2;agua;NIR;0,0445025;0,86
2;agua;NIR;0,04234375;0,86
2;agua;NIR;0,02573375;0,86
2;agua;NIR;0,02180125;0,86
2;agua;NIR;0,0238775;0,86
2;agua;NIR;0,0233;0,86
2;agua;NIR;0,02196625;0,86
2;agua;NIR;0,020055;0,86
2;agua;NIR;0,0194225;0,86
2;agua;NIR;0,0238775;0,86
2;agua;NIR;0,0200275;0,86
2;agua;NIR;0,02248875;0,86
2;agua;NIR;0,02229625;0,86
2;agua;NIR;0,0242625;0,86
2;agua;NIR;0,02196625;0,86
2;agua;NIR;0,02385;0,86
2;agua;NIR;0,0238775;0,86
2;agua;NIR;0,02424875;0,86
2;agua;NIR;0,0219525;0,86
2;agua;NIR;0,0196425;0,86
2;agua;NIR;0,0193125;0,86
2;agua;NIR;0,019065;0,86
2;agua;NIR;0,01967;0,86
2;agua;NIR;0,02198;0,86
2;agua;NIR;0,02193875;0,86
2;agua;NIR;0,0211;0,86
2;agua;NIR;0,0219525;0,86
2;agua;NIR;0,02204875;0,86
2;agua;NIR;0,0250875;0,86
2;agua;NIR;0,02143;0,86
2;agua;NIR;0,0201925;0,86
2;agua;NIR;0,02231;0,86
2;agua;NIR;0,0194775;0,86
2;agua;NIR;0,018075;0,86
2;agua;NIR;0,02385;0,86
2;agua;NIR;0,02226875;0,86
2;agua;NIR;0,02433125;0,86
2;agua;NIR;0,02235125;0,86
2;agua;NIR;0,02224125;0,86
2;agua;NIR;0,02182875;0,86
2;agua;NIR;0,02385;0,86
2;agua;NIR;0,02385;0,86
2;agua;NIR;0,024125;0,86
2;agua;NIR;0,02061875;0,86
2;agua;NIR;0,0196975;0,86
2;agua;NIR;0,01927125;0,86
2;agua;NIR;0,02213125;0,86
2;agua;NIR;0,0245375;0,86
2;agua;NIR;0,02561;0,86
2;agua;NIR;0,022035;0,86
2;agua;NIR;0,0219525;0,86
2;agua;NIR;0,02177375;0,86
2;agua;NIR;0,02367125;0,86
2;agua;NIR;0,023135;0,86
2;agua;NIR;0,0216225;0,86
2;agua;NIR;0,0207425;0,86
2;agua;NIR;0,0200275;0,86
2;agua;NIR;0,0196425;0,86
2;agua;NIR;0,02015125;0,86
2;agua;NIR;0,0265725;0,86
2;agua;NIR;0,0225575;0,86
2;agua;NIR;0,0232175;0,86
2;agua;NIR;0,02232375;0,86
2;agua;NIR;0,0219525;0,86
2;agua;NIR;0,02160875;0,86
2;agua;NIR;0,021595;0,86
2;agua;NIR;0,021815;0,86
2;agua;NIR;0,02130625;0,86
2;agua;NIR;0,0209625;0,86
2;agua;NIR;0,02072875;0,86
2;agua;NIR;0,02240625;0,86
2;agua;NIR;0,0259675;0,86
2;agua;NIR;0,0263525;0,86
2;agua;NIR;0,0256375;0,86
2;agua;NIR;0,0219525;0,86
2;agua;NIR;0,0219525;0,86
2;agua;NIR;0,02121;0,86
2;agua;NIR;0,0216775;0,86
2;agua;NIR;0,0216225;0,86
2;agua;NIR;0,0207975;0,86
2;agua;NIR;0,02347875;0,86
2;agua;NIR;0,02092125;0,86
2;agua;NIR;0,0231075;0,86
2;agua;NIR;0,02968;0,86
2;agua;NIR;0,0264625;0,86
2;agua;NIR;0,0262425;0,86
2;agua;NIR;0,02276375;0,86
2;agua;NIR;0,02193875;0,86
2;agua;NIR;0,021375;0,86
2;agua;NIR;0,0212375;0,86
2;agua;NIR;0,02070125;0,86
2;agua;NIR;0,02066;0,86
2;agua;NIR;0,0212925;0,86
2;agua;NIR;0,02078375;0,86
2;agua;NIR;0,0233;0,86
2;agua;NIR;0,0374075;0,86
2;agua;NIR;0,030725;0,86
2;agua;NIR;0,0260225;0,86
2;agua;NIR;0,02193875;0,86
2;agua;NIR;0,0217875;0,86
2;agua;NIR;0,021265;0,86
2;agua;NIR;0,020935;0,86
2;agua;NIR;0,02067375;0,86
2;agua;NIR;0,02089375;0,86
2;agua;NIR;0,02119625;0,86
2;agua;NIR;0,0206875;0,86
2;agua;NIR;0,0222825;0,86
2;agua;NIR;0,0253625;0,86
2;agua;NIR;0,028085;0,86
2;agua;NIR;0,0262975;0,86
2;agua;NIR;0,02303875;0,86
2;agua;NIR;0,02177375;0,86
2;agua;NIR;0,0296525;0,86
2;agua;NIR;0,029625;0,86
2;agua;NIR;0,02649;0,86
2;agua;NIR;0,0237675;0,86
2;agua;NIR;0,02301125;0,86
2;agua;NIR;0,0296525;0,86
2;agua;NIR;0,024345;0,86
2;agua;NIR;0,0295975;0,86
2;agua;NIR;0,0261875;0,86
2;agua;NIR;0,02521125;0,86
2;agua;NIR;0,026215;0,86
2;agua;NIR;0,02356125;0,86
2;agua;NIR;0,02576125;0,86
2;agua;NIR;0,02523875;0,86
2;agua;NIR;0,02350625;0,86
2;agua;NIR;0,02842875;0,86
2;agua;NIR;0,0267375;0,86
2;agua;NIR;0,02576125;0,86
2;agua;NIR;0,02523875;0,86
2;agua;NIR;0,02441375;0,86
2;agua;NIR;0,02842875;0,86
2;agua;NIR;0,025775;0,86
2;agua;NIR;0,0283875;0,86
2;agua;NIR;0,0257475;0,86
2;agua;NIR;0,02715;0,86
2;agua;NIR;0,02364375;0,86
2;agua;NIR;0,02474375;0,86
2;agua;NIR;0,0259125;0,86
2;agua;NIR;0,02438625;0,86
2;agua;NIR;0,0260225;0,86
2;agua;NIR;0,0227775;0,86
2;agua;NIR;0,03071125;0,86
2;agua;NIR;0,02686125;0,86
2;agua;NIR;0,0244;0,86
2;agua;NIR;0,0309175;0,86
2;agua;NIR;0,03166;0,86
2;agua;NIR;0,03166;0,86
2;agua;NIR;0,02754875;0,86
2;agua;NIR;0,02554125;0,86
2;agua;NIR;0,028195;0,86
2;agua;NIR;0,0281675;0,86
2;agua;NIR;0,02521125;0,86
2;agua;NIR;0,02798875;0,86
2;agua;NIR;0,0282225;0,86
2;agua;NIR;0,02598125;0,86
2;agua;NIR;0,0278925;0,86
2;agua;NIR;0,02776875;0,86
2;agua;NIR;0,0260225;0,86
2;agua;NIR;0,0282225;0,86
2;agua;NIR;0,0278375;0,86
2;agua;NIR;0,02561;0,86
2;agua;NIR;0,02572;0,86
2;agua;NIR;0,0255825;0,86
2;agua;NIR;0,0421925;0,86
2;agua;NIR;0,03717375;0,86
2;agua;NIR;0,02848375;0,86
2;agua;NIR;0,030395;0,86
2;agua;NIR;0,03111;0,86
2;agua;NIR;0,037655;0,86
2;agua;NIR;0,03474;0,86
2;agua;NIR;0,0240425;0,86
2;agua;NIR;0,0209075;0,86
2;agua;NIR;0,0225025;0,86
2;agua;NIR;0,0303125;0,86
2;agua;NIR;0,03582625;0,86
2;agua;NIR;0,0313575;0,86
2;agua;NIR;0,0237125;0,86
2;agua;NIR;0,0244825;0,86
2;agua;NIR;0,0218425;0,86
2;agua;NIR;0,02295625;0,86
2;agua;NIR;0,0245375;0,86
2;agua;NIR;0,0238775;0,86
2;agua;NIR;0,02352;0,86
2;agua;NIR;0,02152625;0,86
2;agua;NIR;0,0205225;0,86
2;agua;NIR;0,02033;0,86
2;agua;NIR;0,020935;0,86
2;agua;NIR;0,0224475;0,86
2;agua;NIR;0,021485;0,86
2;agua;NIR;0,0260775;0,86
2;agua;NIR;0,0193125;0,86
2;agua;NIR;0,1339875;0,86
2;agua;NIR;0,03071125;0,86
2;agua;NIR;0,04046;0,86
2;agua;NIR;0,03629375;0,86
2;agua;NIR;0,0380675;0,86
2;agua;NIR;0,024345;0,86
2;agua;NIR;0,02584375;0,86
2;agua;NIR;0,19303;0,86
2;agua;NIR;0,037215;0,86
2;agua;NIR;0,07842375;0,86
2;agua;NIR;0,03188;0,86
2;agua;NIR;0,0410375;0,86
2;agua;NIR;0,043815;0,86
2;agua;NIR;0,0394975;0,86
2;agua;NIR;0,02286;0,86
2;agua;NIR;0,0272875;0,86
2;agua;NIR;0,04371875;0,86
2;agua;NIR;0,03326875;0,86
2;agua;NIR;0,03302125;0,86
2;agua;NIR;0,0329525;0,86
2;agua;NIR;0,02749375;0,86
2;agua;NIR;0,031715;0,86
2;agua;NIR;0,028635;0,86
2;agua;NIR;0,02633875;0,86
2;agua;NIR;0,02226875;0,86
2;agua;NIR;0,028085;0,86
2;agua;NIR;0,029735;0,86
2;agua;NIR;0,030945;0,86
2;agua;NIR;0,02704;0,86
2;agua;NIR;0,0365275;0,86
2;agua;NIR;0,039305;0,86
2;agua;NIR;0,09852625;0,86
2;agua;NIR;0,043815;0,86
2;agua;NIR;0,03621125;0,86
2;agua;NIR;0,08150375;0,86
2;agua;NIR;0,047885;0,86
2;agua;NIR;0,053165;0,86
2;agua;NIR;0,038865;0,86
2;agua;NIR;0,031605;0,86
2;agua;NIR;0,0372975;0,86
2;agua;NIR;0,0358675;0,86
2;agua;NIR;0,1108875;0,86
2;agua;NIR;0,0370225;0,86
2;agua;NIR;0,1292575;0,86
2;agua;NIR;0,12742875;0,86
2;agua;NIR;0,057235;0,86
2;agua;NIR;0,0192025;0,86
2;agua;NIR;0,02479875;0,86
2;agua;NIR;0,028965;0,86
2;agua;NIR;0,0251425;0,86
2;agua;NIR;0,02485375;0,86
2;agua;NIR;0,04311375;0,86
2;agua;NIR;0,03637625;0,86
2;agua;NIR;0,026215;0,86
2;agua;NIR;0,03071125;0,86
2;agua;NIR;0,0278375;0,86
2;agua;NIR;0,0439525;0,86
2;agua;NIR;0,02693;0,86
2;agua;NIR;0,02935;0,86
3;vegetacao;NIR;0,3011325;0,86
3;vegetacao;NIR;0,29038;0,86
3;vegetacao;NIR;0,32597875;0,86
3;vegetacao;NIR;0,33917875;0,86
3;vegetacao;NIR;0,3286325;0,86
3;vegetacao;NIR;0,30831;0,86
3;vegetacao;NIR;0,3010225;0,86
3;vegetacao;NIR;0,302755;0,86
3;vegetacao;NIR;0,28360125;0,86
3;vegetacao;NIR;0,30425375;0,86
3;vegetacao;NIR;0,3109775;0,86
3;vegetacao;NIR;0,332345;0,86
3;vegetacao;NIR;0,342905;0,86
3;vegetacao;NIR;0,3186225;0,86
3;vegetacao;NIR;0,2703875;0,86
3;vegetacao;NIR;0,2500375;0,86
3;vegetacao;NIR;0,287355;0,86
3;vegetacao;NIR;0,224215;0,86
3;vegetacao;NIR;0,35567875;0,86
3;vegetacao;NIR;0,2899675;0,86
3;vegetacao;NIR;0,26358125;0,86
3;vegetacao;NIR;0,2628525;0,86
3;vegetacao;NIR;0,262715;0,86
3;vegetacao;NIR;0,2561425;0,86
3;vegetacao;NIR;0,2438225;0,86
3;vegetacao;NIR;0,16796375;0,86
3;vegetacao;NIR;0,255455;0,86
3;vegetacao;NIR;0,216405;0,86
3;vegetacao;NIR;0,30127;0,86
3;vegetacao;NIR;0,25604625;0,86
3;vegetacao;NIR;0,2838625;0,86
3;vegetacao;NIR;0,249075;0,86
3;vegetacao;NIR;0,2739625;0,86
3;vegetacao;NIR;0,3080075;0,86
3;vegetacao;NIR;0,2593325;0,86
3;vegetacao;NIR;0,2304025;0,86
3;vegetacao;NIR;0,29094375;0,86
3;vegetacao;NIR;0,29896;0,86
3;vegetacao;NIR;0,3038825;0,86
3;vegetacao;NIR;0,3110875;0,86
3;vegetacao;NIR;0,2934875;0,86
3;vegetacao;NIR;0,28819375;0,86
3;vegetacao;NIR;0,2938725;0,86
3;vegetacao;NIR;0,28345;0,86
3;vegetacao;NIR;0,29016;0,86
3;vegetacao;NIR;0,28082375;0,86
3;vegetacao;NIR;0,2858425;0,86
3;vegetacao;NIR;0,25606;0,86
3;vegetacao;NIR;0,260295;0,86
3;vegetacao;NIR;0,3142775;0,86
3;vegetacao;NIR;0,330805;0,86
3;vegetacao;NIR;0,32069875;0,86
3;vegetacao;NIR;0,3242325;0,86
3;vegetacao;NIR;0,29038;0,86
3;vegetacao;NIR;0,3213175;0,86
3;vegetacao;NIR;0,31935125;0,86
3;vegetacao;NIR;0,311445;0,86
3;vegetacao;NIR;0,30296125;0,86
3;vegetacao;NIR;0,2980525;0,86
3;vegetacao;NIR;0,2478375;0,86
3;vegetacao;NIR;0,3044875;0,86
3;vegetacao;NIR;0,2964575;0,86
3;vegetacao;NIR;0,363915;0,86
3;vegetacao;NIR;0,29966125;0,86
3;vegetacao;NIR;0,3357275;0,86
3;vegetacao;NIR;0,284825;0,86
3;vegetacao;NIR;0,28158;0,86
3;vegetacao;NIR;0,28103;0,86
3;vegetacao;NIR;0,28477;0,86
3;vegetacao;NIR;0,28301;0,86
3;vegetacao;NIR;0,26875125;0,86
3;vegetacao;NIR;0,27221625;0,86
3;vegetacao;NIR;0,30961625;0,86
3;vegetacao;NIR;0,27262875;0,86
3;vegetacao;NIR;0,27042875;0,86
3;vegetacao;NIR;0,27729;0,86
3;vegetacao;NIR;0,2385425;0,86
3;vegetacao;NIR;0,2412375;0,86
3;vegetacao;NIR;0,2713225;0,86
3;vegetacao;NIR;0,27762;0,86
3;vegetacao;NIR;0,31181625;0,86
3;vegetacao;NIR;0,2635675;0,86
3;vegetacao;NIR;0,24985875;0,86
3;vegetacao;NIR;0,25095875;0,86
3;vegetacao;NIR;0,24671;0,86
3;vegetacao;NIR;0,25106875;0,86
3;vegetacao;NIR;0,2731925;0,86
3;vegetacao;NIR;0,2659875;0,86
3;vegetacao;NIR;0,2746775;0,86
3;vegetacao;NIR;0,27991625;0,86
3;vegetacao;NIR;0,28763;0,86
3;vegetacao;NIR;0,286915;0,86
3;vegetacao;NIR;0,26486;0,86
3;vegetacao;NIR;0,26479125;0,86
3;vegetacao;NIR;0,292745;0,86
3;vegetacao;NIR;0,29465625;0,86
3;vegetacao;NIR;0,2624675;0,86
3;vegetacao;NIR;0,3041025;0,86
3;vegetacao;NIR;0,27317875;0,86
3;vegetacao;NIR;0,3042125;0,86
3;vegetacao;NIR;0,26083125;0,86
3;vegetacao;NIR;0,26608375;0,86
3;vegetacao;NIR;0,27795;0,86
3;vegetacao;NIR;0,27663;0,86
3;vegetacao;NIR;0,258975;0,86
3;vegetacao;NIR;0,285265;0,86
3;vegetacao;NIR;0,299455;0,86
3;vegetacao;NIR;0,317605;0,86
3;vegetacao;NIR;0,3306675;0,86
3;vegetacao;NIR;0,30661875;0,86
3;vegetacao;NIR;0,2739625;0,86
3;vegetacao;NIR;0,32558;0,86
3;vegetacao;NIR;0,28404125;0,86
3;vegetacao;NIR;0,29539875;0,86
3;vegetacao;NIR;0,2766025;0,86
3;vegetacao;NIR;0,277455;0,86
3;vegetacao;NIR;0,3049;0,86
3;vegetacao;NIR;0,32927875;0,86
3;vegetacao;NIR;0,3132325;0,86
3;vegetacao;NIR;0,3009125;0,86
3;vegetacao;NIR;0,2659875;0,86
3;vegetacao;NIR;0,312325;0,86
3;vegetacao;NIR;0,29126;0,86
3;vegetacao;NIR;0,276575;0,86
3;vegetacao;NIR;0,240825;0,86
3;vegetacao;NIR;0,299015;0,86
3;vegetacao;NIR;0,2840825;0,86
3;vegetacao;NIR;0,33725375;0,86
3;vegetacao;NIR;0,2635125;0,86
3;vegetacao;NIR;0,28103;0,86
3;vegetacao;NIR;0,3022875;0,86
3;vegetacao;NIR;0,3150475;0,86
3;vegetacao;NIR;0,2945325;0,86
3;vegetacao;NIR;0,29388625;0,86
3;vegetacao;NIR;0,3151025;0,86
3;vegetacao;NIR;0,31018;0,86
3;vegetacao;NIR;0,29746125;0,86
3;vegetacao;NIR;0,300115;0,86
3;vegetacao;NIR;0,3048175;0,86
3;vegetacao;NIR;0,3064125;0,86
3;vegetacao;NIR;0,304955;0,86
3;vegetacao;NIR;0,25362625;0,86
3;vegetacao;NIR;0,32525;0,86
3;vegetacao;NIR;0,29005;0,86
3;vegetacao;NIR;0,30521625;0,86
3;vegetacao;NIR;0,3052025;0,86
3;vegetacao;NIR;0,2630725;0,86
3;vegetacao;NIR;0,2823775;0,86
3;vegetacao;NIR;0,2945325;0,86
3;vegetacao;NIR;0,284385;0,86
3;vegetacao;NIR;0,28593875;0,86
3;vegetacao;NIR;0,30582125;0,86
3;vegetacao;NIR;0,3011325;0,86
3;vegetacao;NIR;0,305945;0,86
3;vegetacao;NIR;0,3068525;0,86
3;vegetacao;NIR;0,304515;0,86
3;vegetacao;NIR;0,3024525;0,86
3;vegetacao;NIR;0,30996;0,86
3;vegetacao;NIR;0,31612;0,86
3;vegetacao;NIR;0,363035;0,86
3;vegetacao;NIR;0,3030575;0,86
3;vegetacao;NIR;0,26726625;0,86
3;vegetacao;NIR;0,2986575;0,86
3;vegetacao;NIR;0,3199425;0,86
3;vegetacao;NIR;0,29566;0,86
3;vegetacao;NIR;0,30787;0,86
3;vegetacao;NIR;0,30430875;0,86
3;vegetacao;NIR;0,293845;0,86
3;vegetacao;NIR;0,3120225;0,86
3;vegetacao;NIR;0,30326375;0,86
3;vegetacao;NIR;0,2923875;0,86
3;vegetacao;NIR;0,3093275;0,86
3;vegetacao;NIR;0,30983625;0,86
3;vegetacao;NIR;0,2951925;0,86
3;vegetacao;NIR;0,29498625;0,86
3;vegetacao;NIR;0,3041575;0,86
3;vegetacao;NIR;0,30534;0,86
3;vegetacao;NIR;0,30776;0,86
3;vegetacao;NIR;0,2884;0,86
3;vegetacao;NIR;0,3019575;0,86
3;vegetacao;NIR;0,290765;0,86
3;vegetacao;NIR;0,3137;0,86
3;vegetacao;NIR;0,307155;0,86
3;vegetacao;NIR;0,31381;0,86
3;vegetacao;NIR;0,2785275;0,86
3;vegetacao;NIR;0,31266875;0,86
3;vegetacao;NIR;0,300555;0,86
3;vegetacao;NIR;0,28230875;0,86
3;vegetacao;NIR;0,3158175;0,86
3;vegetacao;NIR;0,2877125;0,86
3;vegetacao;NIR;0,30864;0,86
3;vegetacao;NIR;0,316065;0,86
3;vegetacao;NIR;0,300555;0,86
3;vegetacao;NIR;0,3237375;0,86
3;vegetacao;NIR;0,2791875;0,86
3;vegetacao;NIR;0,288675;0,86
3;vegetacao;NIR;0,301985;0,86
3;vegetacao;NIR;0,294065;0,86
3;vegetacao;NIR;0,3221975;0,86
3;vegetacao;NIR;0,308915;0,86
3;vegetacao;NIR;0,271405;0,86
3;vegetacao;NIR;0,33167125;0,86
3;vegetacao;NIR;0,2971725;0,86
3;vegetacao;NIR;0,2911775;0,86
3;vegetacao;NIR;0,3194475;0,86
3;vegetacao;NIR;0,31183;0,86
3;vegetacao;NIR;0,30887375;0,86
3;vegetacao;NIR;0,289885;0,86
3;vegetacao;NIR;0,29258;0,86
3;vegetacao;NIR;0,25914;0,86
3;vegetacao;NIR;0,297255;0,86
3;vegetacao;NIR;0,30589;0,86
3;vegetacao;NIR;0,273495;0,86
3;vegetacao;NIR;0,2784725;0,86
3;vegetacao;NIR;0,3262675;0,86
3;vegetacao;NIR;0,26047375;0,86
3;vegetacao;NIR;0,258755;0,86
3;vegetacao;NIR;0,2577375;0,86
3;vegetacao;NIR;0,24781;0,86
3;vegetacao;NIR;0,26264625;0,86
3;vegetacao;NIR;0,2528975;0,86
3;vegetacao;NIR;0,2695625;0,86
3;vegetacao;NIR;0,2710475;0,86
3;vegetacao;NIR;0,2667575;0,86
