cod;classes;bandas;value;comp_onda
2;agua;Green;0,02477125;0,56
2;agua;Green;0,0238775;0,56
2;agua;Green;0,022585;0,56
2;agua;Green;0,0226675;0,56
2;agua;Green;0,024565;0,56
2;agua;Green;0,0243175;0,56
2;agua;Green;0,02528;0,56
2;agua;Green;0,02422125;0,56
2;agua;Green;0,023465;0,56
2;agua;Green;0,02639375;0,56
2;agua;Green;0,02471625;0,56
2;agua;Green;0,025005;0,56
2;agua;Green;0,02592625;0,56
2;agua;Green;0,02529375;0,56
2;agua;Green;0,02389125;0,56
2;agua;Green;0,025225;0,56
2;agua;Green;0,0246475;0,56
2;agua;Green;0,02484;0,56
2;agua;Green;0,0227775;0,56
2;agua;Green;0,0243725;0,56
2;agua;Green;0,02455125;0,56
2;agua;Green;0,0256925;0,56
2;agua;Green;0,02633875;0,56
2;agua;Green;0,025225;0,56
2;agua;Green;0,0254725;0,56
2;agua;Green;0,02545875;0,56
2;agua;Green;0,0249775;0,56
2;agua;Green;0,02462;0,56
2;agua;Green;0,0238225;0,56
2;agua;Green;0,0251425;0,56
2;agua;Green;0,0234925;0,56
2;agua;Green;0,026215;0,56
2;agua;Green;0,025665;0,56
2;agua;Green;0,025665;0,56
2;agua;Green;0,02572;0,56
2;agua;Green;0,0242625;0,56
2;agua;Green;0,0261875;0,56
2;agua;Green;0,02583;0,56
2;agua;Green;0,0251975;0,56
2;agua;Green;0,02438625;0,56
2;agua;Green;0,02367125;0,56
2;agua;Green;0,02457875;0,56
2;agua;Green;0,026215;0,56
2;agua;Green;0,0256375;0,56
2;agua;Green;0,026435;0,56
2;agua;Green;0,025885;0,56
2;agua;Green;0,0259675;0,56
2;agua;Green;0,02603625;0,56
2;agua;Green;0,0249775;0,56
2;agua;Green;0,02631125;0,56
2;agua;Green;0,0255275;0,56
2;agua;Green;0,02504625;0,56
2;agua;Green;0,023575;0,56
2;agua;Green;0,024125;0,56
2;agua;Green;0,02649;0,56
2;agua;Green;0,026215;0,56
2;agua;Green;0,02891;0,56
2;agua;Green;0,02570625;0,56
2;agua;Green;0,025995;0,56
2;agua;Green;0,02625625;0,56
2;agua;Green;0,02495;0,56
2;agua;Green;0,0248675;0,56
2;agua;Green;0,02592625;0,56
2;agua;Green;0,02578875;0,56
2;agua;Green;0,024015;0,56
2;agua;Green;0,0243725;0,56
2;agua;Green;0,027315;0,56
2;agua;Green;0,026215;0,56
2;agua;Green;0,02891;0,56
2;agua;Green;0,026325;0,56
2;agua;Green;0,025995;0,56
2;agua;Green;0,02683375;0,56
2;agua;Green;0,02688875;0,56
2;agua;Green;0,0262975;0,56
2;agua;Green;0,0258575;0,56
2;agua;Green;0,025775;0,56
2;agua;Green;0,0248675;0,56
2;agua;Green;0,024895;0,56
2;agua;Green;0,0297075;0,56
2;agua;Green;0,0297075;0,56
2;agua;Green;0,027315;0,56
2;agua;Green;0,02561;0,56
2;agua;Green;0,02688875;0,56
2;agua;Green;0,024235;0,56
2;agua;Green;0,02598125;0,56
2;agua;Green;0,02671;0,56
2;agua;Green;0,02485375;0,56
2;agua;Green;0,0264075;0,56
2;agua;Green;0,02506;0,56
2;agua;Green;0,0254175;0,56
2;agua;Green;0,04217875;0,56
2;agua;Green;0,04140875;0,56
2;agua;Green;0,03808125;0,56
2;agua;Green;0,0371325;0,56
2;agua;Green;0,03552375;0,56
2;agua;Green;0,0403225;0,56
2;agua;Green;0,03903;0,56
2;agua;Green;0,03830125;0,56
2;agua;Green;0,0381225;0,56
2;agua;Green;0,03544125;0,56
2;agua;Green;0,038095;0,56
2;agua;Green;0,0372975;0,56
2;agua;Green;0,03804;0,56
2;agua;Green;0,0407625;0,56
2;agua;Green;0,03890625;0,56
2;agua;Green;0,03777875;0,56
2;agua;Green;0,03826;0,56
2;agua;Green;0,04022625;0,56
2;agua;Green;0,03771;0,56
2;agua;Green;0,03698125;0,56
2;agua;Green;0,04028125;0,56
2;agua;Green;0,03887875;0,56
2;agua;Green;0,03885125;0,56
2;agua;Green;0,03907125;0,56
2;agua;Green;0,03766875;0,56
2;agua;Green;0,03794375;0,56
2;agua;Green;0,038865;0,56
2;agua;Green;0,0388375;0,56
2;agua;Green;0,03769625;0,56
2;agua;Green;0,0373525;0,56
2;agua;Green;0,04146375;0,56
2;agua;Green;0,04099625;0,56
2;agua;Green;0,0249225;0,56
2;agua;Green;0,024675;0,56
2;agua;Green;0,02385;0,56
2;agua;Green;0,0238225;0,56
2;agua;Green;0,02825;0,56
2;agua;Green;0,02781;0,56
2;agua;Green;0,02837375;0,56
2;agua;Green;0,0323475;0,56
2;agua;Green;0,03397;0,56
2;agua;Green;0,0337775;0,56
2;agua;Green;0,05612125;0,56
2;agua;Green;0,05645125;0,56
2;agua;Green;0,056905;0,56
2;agua;Green;0,05603875;0,56
2;agua;Green;0,05713875;0,56
2;agua;Green;0,05724875;0,56
2;agua;Green;0,05674;0,56
2;agua;Green;0,05757875;0,56
2;agua;Green;0,05606625;0,56
2;agua;Green;0,05807375;0,56
2;agua;Green;0,05672625;0,56
2;agua;Green;0,05672625;0,56
2;agua;Green;0,05834875;0,56
2;agua;Green;0,058005;0,56
2;agua;Green;0,05865125;0,56
2;agua;Green;0,05834875;0,56
2;agua;Green;0,0467575;0,56
2;agua;Green;0,0426875;0,56
2;agua;Green;0,0500025;0,56
2;agua;Green;0,03769625;0,56
2;agua;Green;0,0343825;0,56
2;agua;Green;0,043485;0,56
2;agua;Green;0,04431;0,56
2;agua;Green;0,032045;0,56
2;agua;Green;0,04325125;0,56
2;agua;Green;0,033805;0,56
2;agua;Green;0,0717825;0,56
2;agua;Green;0,10075375;0,56
2;agua;Green;0,03002375;0,56
2;agua;Green;0,05047;0,56
2;agua;Green;0,08182;0,56
2;agua;Green;0,0430175;0,56
2;agua;Green;0,02836;0,56
2;agua;Green;0,0451625;0,56
2;agua;Green;0,04803625;0,56
2;agua;Green;0,04459875;0,56
2;agua;Green;0,04149125;0,56
2;agua;Green;0,04129875;0,56
2;agua;Green;0,041395;0,56
2;agua;Green;0,0306975;0,56
2;agua;Green;0,0190375;0,56
2;agua;Green;0,0390575;0,56
2;agua;Green;0,04668875;0,56
2;agua;Green;0,02004125;0,56
2;agua;Green;0,045245;0,56
2;agua;Green;0,04745875;0,56
2;agua;Green;0,0236025;0,56
2;agua;Green;0,04550625;0,56
2;agua;Green;0,061635;0,56
2;agua;Green;0,06585625;0,56
2;agua;Green;0,04069375;0,56
2;agua;Green;0,0463725;0,56
2;agua;Green;0,0448875;0,56
2;agua;Green;0,0845425;0,56
2;agua;Green;0,03269125;0,56
2;agua;Green;0,0409;0,56
2;agua;Green;0,052395;0,56
2;agua;Green;0,0369125;0,56
2;agua;Green;0,0540175;0,56
2;agua;Green;0,034905;0,56
2;agua;Green;0,02771375;0,56
2;agua;Green;0,06239125;0,56
2;agua;Green;0,05053875;0,56
2;agua;Green;0,0490675;0,56
2;agua;Green;0,04481875;0,56
2;agua;Green;0,0426325;0,56
2;agua;Green;0,0463725;0,56
2;agua;Green;0,03233375;0,56
2;agua;Green;0,0303125;0,56
2;agua;Green;0,04926;0,56
2;agua;Green;0,044475;0,56
2;agua;Green;0,05014;0,56
2;agua;Green;0,03288375;0,56
2;agua;Green;0,041725;0,56
2;agua;Green;0,04462625;0,56
2;agua;Green;0,02924;0,56
2;agua;Green;0,037875;0,56
2;agua;Green;0,0360325;0,56
2;agua;Green;0,0321825;0,56
2;agua;Green;0,1091275;0,56
2;agua;Green;0,02583;0,56
2;agua;Green;0,072195;0,56
2;agua;Green;0,03243;0,56
2;agua;Green;0,03236125;0,56
2;agua;Green;0,0298175;0,56
2;agua;Green;0,0580875;0,56
2;agua;Green;0,0436775;0,56
2;agua;Green;0,0339425;0,56
2;agua;Green;0,0361975;0,56
2;agua;Green;0,0580325;0,56
2;agua;Green;0,03562;0,56
2;agua;Green;0,02930875;0,56
2;agua;Green;0,0435675;0,56
2;agua;Green;0,0261875;0,56
2;agua;Green;0,03045;0,56
2;agua;Green;0,02793375;0,56
2;agua;Green;0,028855;0,56
2;agua;Green;0,03777875;0,56
2;agua;Green;0,02825;0,56
2;agua;Green;0,05834875;0,56
2;agua;Green;0,03639;0,56
2;agua;Green;0,03342;0,56
2;agua;Green;0,03970375;0,56
3;vegetacao;Green;0,04354;0,56
3;vegetacao;Green;0,04168375;0,56
3;vegetacao;Green;0,04135375;0,56
3;vegetacao;Green;0,04539625;0,56
3;vegetacao;Green;0,0427425;0,56
3;vegetacao;Green;0,04101;0,56
3;vegetacao;Green;0,0402125;0,56
3;vegetacao;Green;0,038535;0,56
3;vegetacao;Green;0,0402125;0,56
3;vegetacao;Green;0,0393325;0,56
3;vegetacao;Green;0,0412575;0,56
3;vegetacao;Green;0,04259125;0,56
3;vegetacao;Green;0,0452725;0,56
3;vegetacao;Green;0,0460425;0,56
3;vegetacao;Green;0,036995;0,56
3;vegetacao;Green;0,0427975;0,56
3;vegetacao;Green;0,04382875;0,56
3;vegetacao;Green;0,04176625;0,56
3;vegetacao;Green;0,0441725;0,56
3;vegetacao;Green;0,04143625;0,56
3;vegetacao;Green;0,0465925;0,56
3;vegetacao;Green;0,0467025;0,56
3;vegetacao;Green;0,0655675;0,56
3;vegetacao;Green;0,0778875;0,56
3;vegetacao;Green;0,0429625;0,56
3;vegetacao;Green;0,05375625;0,56
3;vegetacao;Green;0,0425225;0,56
3;vegetacao;Green;0,04937;0,56
3;vegetacao;Green;0,0514325;0,56
3;vegetacao;Green;0,0562725;0,56
3;vegetacao;Green;0,04941125;0,56
3;vegetacao;Green;0,0441725;0,56
3;vegetacao;Green;0,0479675;0,56
3;vegetacao;Green;0,04739;0,56
3;vegetacao;Green;0,05509;0,56
3;vegetacao;Green;0,044255;0,56
3;vegetacao;Green;0,04211;0,56
3;vegetacao;Green;0,04341625;0,56
3;vegetacao;Green;0,0443925;0,56
3;vegetacao;Green;0,0383975;0,56
3;vegetacao;Green;0,0421375;0,56
3;vegetacao;Green;0,038535;0,56
3;vegetacao;Green;0,0487925;0,56
3;vegetacao;Green;0,04508;0,56
3;vegetacao;Green;0,04517625;0,56
3;vegetacao;Green;0,0447775;0,56
3;vegetacao;Green;0,0442825;0,56
3;vegetacao;Green;0,04311375;0,56
3;vegetacao;Green;0,0460975;0,56
3;vegetacao;Green;0,04222;0,56
3;vegetacao;Green;0,04255;0,56
3;vegetacao;Green;0,04871;0,56
3;vegetacao;Green;0,0428525;0,56
3;vegetacao;Green;0,0435675;0,56
3;vegetacao;Green;0,0468675;0,56
3;vegetacao;Green;0,04638625;0,56
3;vegetacao;Green;0,0478575;0,56
3;vegetacao;Green;0,04927375;0,56
3;vegetacao;Green;0,0422475;0,56
3;vegetacao;Green;0,0425775;0,56
3;vegetacao;Green;0,0409275;0,56
3;vegetacao;Green;0,04354;0,56
3;vegetacao;Green;0,04651;0,56
3;vegetacao;Green;0,0465925;0,56
3;vegetacao;Green;0,03819125;0,56
3;vegetacao;Green;0,039085;0,56
3;vegetacao;Green;0,036665;0,56
3;vegetacao;Green;0,0427425;0,56
3;vegetacao;Green;0,04189;0,56
3;vegetacao;Green;0,0412575;0,56
3;vegetacao;Green;0,04470875;0,56
3;vegetacao;Green;0,04794;0,56
3;vegetacao;Green;0,04941125;0,56
3;vegetacao;Green;0,04407625;0,56
3;vegetacao;Green;0,04519;0,56
3;vegetacao;Green;0,04387;0,56
3;vegetacao;Green;0,05245;0,56
3;vegetacao;Green;0,045355;0,56
3;vegetacao;Green;0,04629;0,56
3;vegetacao;Green;0,0421375;0,56
3;vegetacao;Green;0,04443375;0,56
3;vegetacao;Green;0,04531375;0,56
3;vegetacao;Green;0,0424675;0,56
3;vegetacao;Green;0,04641375;0,56
3;vegetacao;Green;0,04239875;0,56
3;vegetacao;Green;0,04600125;0,56
3;vegetacao;Green;0,0429075;0,56
3;vegetacao;Green;0,043705;0,56
3;vegetacao;Green;0,0474175;0,56
3;vegetacao;Green;0,04127125;0,56
3;vegetacao;Green;0,0416425;0,56
3;vegetacao;Green;0,0431;0,56
3;vegetacao;Green;0,04259125;0,56
3;vegetacao;Green;0,04457125;0,56
3;vegetacao;Green;0,04528625;0,56
3;vegetacao;Green;0,04046;0,56
3;vegetacao;Green;0,0491225;0,56
3;vegetacao;Green;0,04904;0,56
3;vegetacao;Green;0,04668875;0,56
3;vegetacao;Green;0,04396625;0,56
3;vegetacao;Green;0,04212375;0,56
3;vegetacao;Green;0,0469225;0,56
3;vegetacao;Green;0,04580875;0,56
3;vegetacao;Green;0,0437325;0,56
3;vegetacao;Green;0,0457675;0,56
3;vegetacao;Green;0,0500575;0,56
3;vegetacao;Green;0,04690875;0,56
3;vegetacao;Green;0,0464825;0,56
3;vegetacao;Green;0,0454925;0,56
3;vegetacao;Green;0,046785;0,56
3;vegetacao;Green;0,04277;0,56
3;vegetacao;Green;0,0493975;0,56
3;vegetacao;Green;0,0427975;0,56
3;vegetacao;Green;0,048105;0,56
3;vegetacao;Green;0,0431275;0,56
3;vegetacao;Green;0,049865;0,56
3;vegetacao;Green;0,0451075;0,56
3;vegetacao;Green;0,04514875;0,56
3;vegetacao;Green;0,04453;0,56
3;vegetacao;Green;0,040625;0,56
3;vegetacao;Green;0,0408725;0,56
3;vegetacao;Green;0,044145;0,56
3;vegetacao;Green;0,04426875;0,56
3;vegetacao;Green;0,045575;0,56
3;vegetacao;Green;0,04371875;0,56
3;vegetacao;Green;0,0474725;0,56
3;vegetacao;Green;0,0431825;0,56
3;vegetacao;Green;0,04608375;0,56
3;vegetacao;Green;0,044805;0,56
3;vegetacao;Green;0,0397175;0,56
3;vegetacao;Green;0,04431;0,56
3;vegetacao;Green;0,0430175;0,56
3;vegetacao;Green;0,04211;0,56
3;vegetacao;Green;0,04437875;0,56
3;vegetacao;Green;0,0406525;0,56
3;vegetacao;Green;0,0430725;0,56
3;vegetacao;Green;0,0436225;0,56
3;vegetacao;Green;0,0400475;0,56
3;vegetacao;Green;0,0446675;0,56
3;vegetacao;Green;0,0414775;0,56
3;vegetacao;Green;0,0376275;0,56
3;vegetacao;Green;0,05177625;0,56
3;vegetacao;Green;0,0485175;0,56
3;vegetacao;Green;0,046125;0,56
3;vegetacao;Green;0,046125;0,56
3;vegetacao;Green;0,04728;0,56
3;vegetacao;Green;0,0522025;0,56
3;vegetacao;Green;0,05366;0,56
3;vegetacao;Green;0,040625;0,56
3;vegetacao;Green;0,03915375;0,56
3;vegetacao;Green;0,04212375;0,56
3;vegetacao;Green;0,0408175;0,56
3;vegetacao;Green;0,0417525;0,56
3;vegetacao;Green;0,0409825;0,56
3;vegetacao;Green;0,0379575;0,56
3;vegetacao;Green;0,041725;0,56
3;vegetacao;Green;0,0447225;0,56
3;vegetacao;Green;0,044145;0,56
3;vegetacao;Green;0,04728;0,56
3;vegetacao;Green;0,051625;0,56
3;vegetacao;Green;0,05245;0,56
3;vegetacao;Green;0,04074875;0,56
3;vegetacao;Green;0,0453825;0,56
3;vegetacao;Green;0,0418625;0,56
3;vegetacao;Green;0,03969;0,56
3;vegetacao;Green;0,04079;0,56
3;vegetacao;Green;0,04058375;0,56
3;vegetacao;Green;0,043375;0,56
3;vegetacao;Green;0,049095;0,56
3;vegetacao;Green;0,04671625;0,56
3;vegetacao;Green;0,04333375;0,56
3;vegetacao;Green;0,0438425;0,56
3;vegetacao;Green;0,0449425;0,56
3;vegetacao;Green;0,04204125;0,56
3;vegetacao;Green;0,03958;0,56
3;vegetacao;Green;0,04000625;0,56
3;vegetacao;Green;0,0431;0,56
3;vegetacao;Green;0,04380125;0,56
3;vegetacao;Green;0,0377375;0,56
3;vegetacao;Green;0,04167;0,56
3;vegetacao;Green;0,04508;0,56
3;vegetacao;Green;0,0480775;0,56
3;vegetacao;Green;0,0481325;0,56
3;vegetacao;Green;0,047335;0,56
3;vegetacao;Green;0,04369125;0,56
3;vegetacao;Green;0,0458775;0,56
3;vegetacao;Green;0,0434575;0,56
3;vegetacao;Green;0,04541;0,56
3;vegetacao;Green;0,0484075;0,56
3;vegetacao;Green;0,0540725;0,56
3;vegetacao;Green;0,0504425;0,56
3;vegetacao;Green;0,04990625;0,56
3;vegetacao;Green;0,044915;0,56
3;vegetacao;Green;0,04805;0,56
3;vegetacao;Green;0,0414225;0,56
3;vegetacao;Green;0,044145;0,56
3;vegetacao;Green;0,0431825;0,56
3;vegetacao;Green;0,04068;0,56
3;vegetacao;Green;0,048765;0,56
3;vegetacao;Green;0,0442275;0,56
3;vegetacao;Green;0,040405;0,56
3;vegetacao;Green;0,049425;0,56
3;vegetacao;Green;0,041505;0,56
3;vegetacao;Green;0,0446675;0,56
3;vegetacao;Green;0,05020875;0,56
3;vegetacao;Green;0,04099625;0,56
3;vegetacao;Green;0,04957625;0,56
3;vegetacao;Green;0,040845;0,56
3;vegetacao;Green;0,0434575;0,56
3;vegetacao;Green;0,0483525;0,56
3;vegetacao;Green;0,04693625;0,56
3;vegetacao;Green;0,0427425;0,56
3;vegetacao;Green;0,043265;0,56
3;vegetacao;Green;0,047225;0,56
3;vegetacao;Green;0,0463725;0,56
3;vegetacao;Green;0,05414125;0,56
3;vegetacao;Green;0,05333;0,56
3;vegetacao;Green;0,0596275;0,56
3;vegetacao;Green;0,053;0,56
3;vegetacao;Green;0,05245;0,56
3;vegetacao;Green;0,0559975;0,56
3;vegetacao;Green;0,0517075;0,56
3;vegetacao;Green;0,05477375;0,56
3;vegetacao;Green;0,0546775;0,56
3;vegetacao;Green;0,053165;0,56
3;vegetacao;Green;0,05023625;0,56
3;vegetacao;Green;0,05449875;0,56
3;vegetacao;Green;0,05023625;0,56
3;vegetacao;Green;0,05339875;0,56
3;vegetacao;Green;0,05416875;0,56
3;vegetacao;Green;0,0483525;0,56
3;vegetacao;Green;0,05718;0,56
3;vegetacao;Green;0,061635;0,56
3;vegetacao;Green;0,0495625;0,56
3;vegetacao;Green;0,05416875;0,56
3;vegetacao;Green;0,05421;0,56
3;vegetacao;Green;0,060645;0,56
3;vegetacao;Green;0,05757875;0,56
3;vegetacao;Green;0,053935;0,56
3;vegetacao;Green;0,056465;0,56
3;vegetacao;Green;0,0543475;0,56
3;vegetacao;Green;0,059215;0,56
3;vegetacao;Green;0,058225;0,56
3;vegetacao;Green;0,0618;0,56
3;vegetacao;Green;0,062625;0,56
3;vegetacao;Green;0,0577575;0,56
3;vegetacao;Green;0,0559975;0,56
3;vegetacao;Green;0,05680875;0,56
3;vegetacao;Green;0,0525875;0,56
3;vegetacao;Green;0,0581425;0,56
3;vegetacao;Green;0,0538525;0,56
3;vegetacao;Green;0,05785375;0,56
3;vegetacao;Green;0,06345;0,56
3;vegetacao;Green;0,0604525;0,56
3;vegetacao;Green;0,0591875;0,56
3;vegetacao;Green;0,0552;0,56
3;vegetacao;Green;0,05179;0,56
3;vegetacao;Green;0,0532475;0,56
3;vegetacao;Green;0,05663;0,56
3;vegetacao;Green;0,0570425;0,56
3;vegetacao;Green;0,0570425;0,56
3;vegetacao;Green;0,05839;0,56
3;vegetacao;Green;0,0537975;0,56
3;vegetacao;Green;0,04871;0,56
3;vegetacao;Green;0,05399;0,56
3;vegetacao;Green;0,0553375;0,56
3;vegetacao;Green;0,0475275;0,56
3;vegetacao;Green;0,0522575;0,56
3;vegetacao;Green;0,0495075;0,56
3;vegetacao;Green;0,060755;0,56
3;vegetacao;Green;0,0570425;0,56
3;vegetacao;Green;0,052065;0,56
3;vegetacao;Green;0,054265;0,56
3;vegetacao;Green;0,0547875;0,56
3;vegetacao;Green;0,0536875;0,56
3;vegetacao;Green;0,053605;0,56
3;vegetacao;Green;0,05359125;0,56
3;vegetacao;Green;0,05586;0,56
3;vegetacao;Green;0,052395;0,56
3;vegetacao;Green;0,05678125;0,56
3;vegetacao;Green;0,061635;0,56
3;vegetacao;Green;0,0611125;0,56
3;vegetacao;Green;0,05887125;0,56
3;vegetacao;Green;0,052615;0,56
3;vegetacao;Green;0,0538525;0,56
3;vegetacao;Green;0,05521375;0,56
3;vegetacao;Green;0,05685;0,56
3;vegetacao;Green;0,0591875;0,56
3;vegetacao;Green;0,055255;0,56
3;vegetacao;Green;0,05575;0,56
3;vegetacao;Green;0,0521475;0,56
3;vegetacao;Green;0,0497275;0,56
3;vegetacao;Green;0,05639625;0,56
3;vegetacao;Green;0,04594625;0,56
3;vegetacao;Green;0,05205125;0,56
3;vegetacao;Green;0,0507175;0,56
3;vegetacao;Green;0,06010875;0,56
3;vegetacao;Green;0,057565;0,56
3;vegetacao;Green;0,05782625;0,56
3;vegetacao;Green;0,05388;0,56
3;vegetacao;Green;0,05898125;0,56
3;vegetacao;Green;0,0509925;0,56
3;vegetacao;Green;0,05700125;0,56
3;vegetacao;Green;0,05751;0,56
3;vegetacao;Green;0,05933875;0,56
3;vegetacao;Green;0,05773;0,56
3;vegetacao;Green;0,05493875;0,56
3;vegetacao;Green;0,0547325;0,56
3;vegetacao;Green;0,0568225;0,56
3;vegetacao;Green;0,059985;0,56
3;vegetacao;Green;0,052175;0,56
3;vegetacao;Green;0,05719375;0,56
3;vegetacao;Green;0,0564925;0,56
3;vegetacao;Green;0,053495;0,56
3;vegetacao;Green;0,05386625;0,56
3;vegetacao;Green;0,05344;0,56
3;vegetacao;Green;0,05557125;0,56
3;vegetacao;Green;0,0492875;0,56
3;vegetacao;Green;0,060315;0,56
3;vegetacao;Green;0,0564925;0,56
3;vegetacao;Green;0,0564375;0,56
3;vegetacao;Green;0,0612775;0,56
3;vegetacao;Green;0,06345;0,56
3;vegetacao;Green;0,0618275;0,56
3;vegetacao;Green;0,05972375;0,56
3;vegetacao;Green;0,056905;0,56
3;vegetacao;Green;0,0586375;0,56
3;vegetacao;Green;0,05972375;0,56
3;vegetacao;Green;0,0580875;0,56
3;vegetacao;Green;0,0506075;0,56
3;vegetacao;Green;0,0547325;0,56
3;vegetacao;Green;0,05124;0,56
3;vegetacao;Green;0,0541825;0,56
3;vegetacao;Green;0,053055;0,56
3;vegetacao;Green;0,0569325;0,56
3;vegetacao;Green;0,055365;0,56
3;vegetacao;Green;0,0548975;0,56
3;vegetacao;Green;0,05905;0,56
3;vegetacao;Green;0,06136;0,56
3;vegetacao;Green;0,0547875;0,56
3;vegetacao;Green;0,056685;0,56
3;vegetacao;Green;0,06136;0,56
3;vegetacao;Green;0,05903625;0,56
3;vegetacao;Green;0,05223;0,56
3;vegetacao;Green;0,05276625;0,56
3;vegetacao;Green;0,05444375;0,56
3;vegetacao;Green;0,0490675;0,56
3;vegetacao;Green;0,05315125;0,56
3;vegetacao;Green;0,05509;0,56
3;vegetacao;Green;0,0569325;0,56
3;vegetacao;Green;0,05337125;0,56
3;vegetacao;Green;0,058885;0,56
3;vegetacao;Green;0,05848625;0,56
3;vegetacao;Green;0,05498;0,56
3;vegetacao;Green;0,05795;0,56
3;vegetacao;Green;0,05663;0,56
3;vegetacao;Green;0,0523125;0,56
3;vegetacao;Green;0,0581425;0,56
3;vegetacao;Green;0,05267;0,56
3;vegetacao;Green;0,0596;0,56
3;vegetacao;Green;0,0558325;0,56
3;vegetacao;Green;0,05766125;0,56
3;vegetacao;Green;0,05982;0,56
3;vegetacao;Green;0,05227125;0,56
3;vegetacao;Green;0,06136;0,56
3;vegetacao;Green;0,0497825;0,56
3;vegetacao;Green;0,05708375;0,56
3;vegetacao;Green;0,05419625;0,56
3;vegetacao;Green;0,0540175;0,56
3;vegetacao;Green;0,0596825;0,56
3;vegetacao;Green;0,0499475;0,56
3;vegetacao;Green;0,0498375;0,56
3;vegetacao;Green;0,052395;0,56
3;vegetacao;Green;0,0477475;0,56
3;vegetacao;Green;0,055475;0,56
3;vegetacao;Green;0,0614975;0,56
3;vegetacao;Green;0,053825;0,56
3;vegetacao;Green;0,0535225;0,56
3;vegetacao;Green;0,0558875;0,56
3;vegetacao;Green;0,05818375;0,56
3;vegetacao;Green;0,0558875;0,56
3;vegetacao;Green;0,0552275;0,56
3;vegetacao;Green;0,055365;0,56
3;vegetacao;Green;0,05425125;0,56
3;vegetacao;Green;0,0556125;0,56
3;vegetacao;Green;0,05971;0,56
3;vegetacao;Green;0,05983375;0,56
3;vegetacao;Green;0,06268;0,56
3;vegetacao;Green;0,05573625;0,56
3;vegetacao;Green;0,05749625;0,56
3;vegetacao;Green;0,058445;0,56
3;vegetacao;Green;0,0564375;0,56
3;vegetacao;Green;0,056135;0,56
3;vegetacao;Green;0,0568225;0,56
3;vegetacao;Green;0,05964125;0,56
3;vegetacao;Green;0,0515975;0,56
3;vegetacao;Green;0,05278;0,56
3;vegetacao;Green;0,06090625;0,56
3;vegetacao;Green;0,0601225;0,56
3;vegetacao;Green;0,05595625;0,56
3;vegetacao;Green;0,05938;0,56
3;vegetacao;Green;0,05784;0,56
3;vegetacao;Green;0,058775;0,56
3;vegetacao;Green;0,058115;0,56
3;vegetacao;Green;0,0550075;0,56
3;vegetacao;Green;0,05817;0,56
3;vegetacao;Green;0,06059;0,56
3;vegetacao;Green;0,0601775;0,56
3;vegetacao;Green;0,060205;0,56
3;vegetacao;Green;0,062735;0,56
3;vegetacao;Green;0,0607;0,56
3;vegetacao;Green;0,0586925;0,56
3;vegetacao;Green;0,05938;0,56
3;vegetacao;Green;0,05878875;0,56
3;vegetacao;Green;0,05916;0,56
3;vegetacao;Green;0,06272125;0,56
3;vegetacao;Green;0,058445;0,56
3;vegetacao;Green;0,060645;0,56
3;vegetacao;Green;0,06642;0,56
3;vegetacao;Green;0,057235;0,56
3;vegetacao;Green;0,056575;0,56
3;vegetacao;Green;0,05793625;0,56
3;vegetacao;Green;0,05928375;0,56
3;vegetacao;Green;0,058665;0,56
3;vegetacao;Green;0,05806;0,56
3;vegetacao;Green;0,0600125;0,56
3;vegetacao;Green;0,0557225;0,56
3;vegetacao;Green;0,0563;0,56
3;vegetacao;Green;0,06863375;0,56
3;vegetacao;Green;0,065815;0,56
3;vegetacao;Green;0,069445;0,56
3;vegetacao;Green;0,07528875;0,56
3;vegetacao;Green;0,0733225;0,56
3;vegetacao;Green;0,0633125;0,56
3;vegetacao;Green;0,0738725;0,56
3;vegetacao;Green;0,0721125;0,56
3;vegetacao;Green;0,06613125;0,56
3;vegetacao;Green;0,063835;0,56
3;vegetacao;Green;0,06360125;0,56
3;vegetacao;Green;0,0629825;0,56
3;vegetacao;Green;0,08479;0,56
3;vegetacao;Green;0,06351875;0,56
3;vegetacao;Green;0,0585275;0,56
3;vegetacao;Green;0,0618275;0,56
3;vegetacao;Green;0,06929375;0,56
3;vegetacao;Green;0,0647975;0,56
3;vegetacao;Green;0,0633675;0,56
3;vegetacao;Green;0,060535;0,56
3;vegetacao;Green;0,07124625;0,56
3;vegetacao;Green;0,059435;0,56
3;vegetacao;Green;0,0531925;0,56
3;vegetacao;Green;0,0601775;0,56
3;vegetacao;Green;0,0591325;0,56
3;vegetacao;Green;0,071205;0,56
3;vegetacao;Green;0,066475;0,56
3;vegetacao;Green;0,0569325;0,56
3;vegetacao;Green;0,0615525;0,56
3;vegetacao;Green;0,069335;0,56
3;vegetacao;Green;0,06125;0,56
3;vegetacao;Green;0,0730475;0,56
3;vegetacao;Green;0,059875;0,56
3;vegetacao;Green;0,05966875;0,56
3;vegetacao;Green;0,0702425;0,56
3;vegetacao;Green;0,06202;0,56
3;vegetacao;Green;0,06148375;0,56
3;vegetacao;Green;0,0760725;0,56
3;vegetacao;Green;0,065045;0,56
3;vegetacao;Green;0,0762375;0,56
3;vegetacao;Green;0,07654;0,56
3;vegetacao;Green;0,07346;0,56
3;vegetacao;Green;0,075495;0,56
3;vegetacao;Green;0,06893625;0,56
3;vegetacao;Green;0,0622675;0,56
3;vegetacao;Green;0,0688675;0,56
3;vegetacao;Green;0,06741;0,56
3;vegetacao;Green;0,06753375;0,56
